soc_code,Task ID,importance_norm,importance,Task
29-1141.00,1841,0.9325000000000001,4.73,Record patients' medical information and vital signs.
29-1141.00,1840,0.9275,4.71,"Monitor, record, and report symptoms or changes in patients' conditions."
29-1141.00,1852,0.8975,4.59,Inform physician of patient's condition during anesthesia.
29-1141.00,1854,0.8875,4.55,"Administer local, inhalation, intravenous, or other anesthetics."
29-1141.00,1843,0.8725,4.49,"Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans."
29-1141.00,1842,0.865,4.46,Modify patient treatment plans as indicated by patients' responses and conditions.
29-1141.00,1845,0.8500000000000001,4.4,"Monitor all aspects of patient care, including diet and physical activity."
29-1141.00,1855,0.8500000000000001,4.4,"Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry."
29-1141.00,1858,0.8425,4.37,Hand items to surgeons during operations.
29-1141.00,1846,0.835,4.34,Direct or supervise less-skilled nursing or healthcare personnel or supervise a particular unit.
29-1141.00,1847,0.8225,4.29,Prepare patients for and assist with examinations or treatments.
29-1141.00,1848,0.8174999999999999,4.27,Observe nurses and visit patients to ensure proper nursing care.
29-1141.00,1857,0.8049999999999999,4.22,Conduct specified laboratory tests.
29-1141.00,1850,0.8025,4.21,"Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs."
29-1141.00,1849,0.7875000000000001,4.15,"Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems."
29-1141.00,1860,0.7649999999999999,4.06,"Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions."
29-1141.00,1866,0.76,4.04,Engage in research activities related to nursing.
29-1141.00,1859,0.7549999999999999,4.02,"Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures."
29-1141.00,1844,0.7425,3.97,"Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition."
29-1141.00,1856,0.74,3.96,"Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers."
29-1141.00,1851,0.7375,3.95,"Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained."
29-1141.00,1861,0.7375,3.95,"Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals."
29-1141.00,1862,0.6925,3.77,Provide or arrange for training or instruction of auxiliary personnel or students.
29-2011.00,1887,0.9824999999999999,4.93,"Conduct chemical analysis of body fluids, including blood, urine, or spinal fluid, to determine presence of normal or abnormal components."
29-2011.00,1886,0.9775,4.91,Analyze laboratory findings to check the accuracy of the results.
29-2011.00,1888,0.9624999999999999,4.85,"Operate, calibrate, or maintain equipment used in quantitative or qualitative analysis, such as spectrophotometers, calorimeters, flame photometers, or computer-controlled analyzers."
29-2011.00,1889,0.9475,4.79,Enter data from analysis of medical tests or clinical results into computer for storage.
29-2011.00,1890,0.9225000000000001,4.69,Analyze samples of biological material for chemical content or reaction.
29-2011.00,1901,0.9025000000000001,4.61,"Harvest cell cultures at optimum time, based on knowledge of cell cycle differences and culture conditions."
29-2011.00,1892,0.8999999999999999,4.6,"Set up, clean, and maintain laboratory equipment."
29-2011.00,1899,0.885,4.54,"Select and prepare specimens and media for cell cultures, using aseptic technique and knowledge of medium components and cell requirements."
29-2011.00,1893,0.8825000000000001,4.53,"Provide technical information about test results to physicians, family members, or researchers."
29-2011.00,1898,0.8674999999999999,4.47,"Obtain, cut, stain, and mount biological material on slides for microscopic study and diagnosis, following standard laboratory procedures."
29-2011.00,1896,0.8425,4.37,"Cultivate, isolate, or assist in identifying microbial organisms or perform various tests on these microorganisms."
29-2011.00,1894,0.7525,4.01,"Supervise, train, or direct lab assistants, medical and clinical laboratory technicians or technologists, or other medical laboratory workers engaged in laboratory testing."
29-2011.00,1895,0.7325,3.93,"Develop, standardize, evaluate, or modify procedures, techniques, or tests used in the analysis of specimens or in medical laboratory experiments."
29-2011.00,1900,0.5625,3.25,Conduct medical research under direction of microbiologist or biochemist.
29-2012.00,1907,0.9724999999999999,4.89,Conduct blood tests for transfusion purposes and perform blood counts.
29-2012.00,1902,0.95,4.8,"Conduct chemical analyses of body fluids, such as blood or urine, using microscope or automatic analyzer to detect abnormalities or diseases and enter findings into computer."
29-2012.00,1904,0.9450000000000001,4.78,"Analyze the results of tests or experiments to ensure conformity to specifications, using special mechanical or electrical devices."
29-2012.00,1912,0.925,4.7,"Inoculate fertilized eggs, broths, or other bacteriological media with organisms."
29-2012.00,1908,0.9225000000000001,4.69,"Obtain specimens, cultivating, isolating, and identifying microorganisms for analysis."
29-2012.00,1915,0.905,4.62,"Prepare standard volumetric solutions or reagents to be combined with samples, following standardized formulas or experimental procedures."
29-2012.00,1909,0.885,4.54,Examine cells stained with dye to locate abnormalities.
29-2012.00,1911,0.8700000000000001,4.48,Consult with a pathologist to determine a final diagnosis when abnormal cells are found.
29-2012.00,1913,0.8600000000000001,4.44,"Cut, stain, and mount tissue samples for examination by pathologists."
29-2012.00,1906,0.8525,4.41,Perform medical research to further control or cure disease.
29-2012.00,1917,0.8474999999999999,4.39,"Test raw materials, processes, or finished products to determine quality or quantity of materials or characteristics of a substance."
29-2012.00,1910,0.845,4.38,"Collect blood or tissue samples from patients, observing principles of asepsis to obtain blood sample."
29-2012.00,1905,0.81,4.24,"Analyze and record test data to issue reports that use charts, graphs, or narratives."
29-2012.00,1914,0.7649999999999999,4.06,Supervise or instruct other technicians or laboratory assistants.
29-2021.00,416,0.9924999999999999,4.97,"Clean calcareous deposits, accretions, and stains from teeth and beneath margins of gums, using dental instruments."
29-2021.00,421,0.9824999999999999,4.93,"Examine gums, using probes, to locate periodontal recessed gums and signs of gum disease."
29-2021.00,417,0.9775,4.91,Feel and visually examine gums for sores and signs of disease.
29-2021.00,422,0.9750000000000001,4.9,Expose and develop x-ray film.
29-2021.00,418,0.9475,4.79,Chart conditions of decay and disease for diagnosis and treatment by dentist.
29-2021.00,419,0.9299999999999999,4.72,Feel lymph nodes under patient's chin to detect swelling or tenderness that could indicate presence of oral cancer.
29-2021.00,420,0.9125000000000001,4.65,Apply fluorides or other cavity preventing agents to arrest dental decay.
29-2021.00,427,0.8500000000000001,4.4,Administer local anesthetic agents.
29-2021.00,424,0.67,3.68,Remove excess cement from coronal surfaces of teeth.
29-2021.00,428,0.5625,3.25,Conduct dental health clinics for community groups to augment services of dentist.
29-2021.00,429,0.4075,2.63,Remove sutures and dressings.
29-2021.00,430,0.4075,2.63,"Place and remove rubber dams, matrices, and temporary restorations."
29-2021.00,425,0.39749999999999996,2.59,Make impressions for study casts.
29-2032.00,432,0.9675,4.87,"Observe screen during scan to ensure that image produced is satisfactory for diagnostic purposes, making adjustments to equipment as required."
