jobtitle_norm,soc_candidates,match_type,match_score
operator,"['11-3051.03', '39-3091.00', '43-2011.00', '43-2021.00', '43-2099.00', '43-5032.00', '47-2071.00', '47-2073.00', '47-4061.00', '47-5013.00', '47-5049.00', '47-5071.00', '49-9099.01', '51-3092.00', '51-4021.00', '51-4031.00', '51-4081.00', '51-4122.00', '51-7041.00', '51-8012.00', '51-8013.00', '51-8091.00', '51-8093.00', '51-8099.01', '51-8099.03', '51-8099.04', '51-9011.00', '51-9021.00', '51-9041.00', '51-9198.00', '51-9199.00', '51-9199.01', '53-4011.00', '53-7011.00', '53-7021.00', '53-7032.00', '53-7064.00']",exact,100.0
ops,['15-1122.00'],fuzzy,100.0
optician,['29-2081.00'],exact,100.0
or nurse,['29-1141.00'],exact,100.0
oracle database administrator,['15-1141.00'],exact,100.0
order picker,"['43-5081.04', '53-7064.00']",exact,100.0
order selector,"['43-5081.03', '43-5081.04']",exact,100.0
ordinary seaman,['53-5011.00'],exact,100.0
os d and billing,['43-3021.02'],fuzzy,100.0
ot cyber security consultant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
outside services pro shop personnel,"['43-3051.00', '43-4161.00']",fuzzy,100.0
owner,['17-2199.05'],fuzzy,100.0
owner president,['29-1041.00'],fuzzy,100.0
packaging graphic designer,"['15-1134.00', '15-1199.11', '17-1012.00', '17-2011.00', '17-2121.02', '17-3011.02', '17-3012.01', '17-3013.00', '17-3027.00', '17-3029.03', '17-3029.07', '27-1011.00', '27-1012.00', '27-1014.00', '27-1019.00', '27-1021.00', '27-1022.00', '27-1023.00', '27-1024.00', '27-1025.00', '27-1027.00', '27-1029.00', '51-6051.00', '51-6052.00', '51-6092.00', '51-6099.00', '51-9082.00']",fuzzy,100.0
packaging manager steel plastic,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
packaging trainee,['51-9111.00'],fuzzy,100.0
paint and body repair technician,['49-3021.00'],fuzzy,100.0
paint line operator,['51-9121.00'],exact,100.0
paint manager for the steel plastic parts supply,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
paraprofessional,"['25-2052.00', '25-9041.00']",exact,100.0
part time instructor,"['13-1151.00', '25-1011.00', '25-1021.00', '25-1022.00', '25-1031.00', '25-1032.00', '25-1041.00', '25-1042.00', '25-1043.00', '25-1051.00', '25-1052.00', '25-1053.00', '25-1054.00', '25-1061.00', '25-1063.00', '25-1064.00', '25-1065.00', '25-1066.00', '25-1067.00', '25-1071.00', '25-1072.00', '25-1081.00', '25-1082.00', '25-1111.00', '25-1112.00', '25-1113.00', '25-1121.00', '25-1122.00', '25-1123.00', '25-1124.00', '25-1125.00', '25-1126.00', '25-1191.00', '25-1192.00', '25-1193.00', '25-1194.00', '25-1199.00', '25-2012.00', '25-2032.00', '25-3011.00', '25-3021.00']",fuzzy,100.0
partner,['23-1011.00'],exact,100.0
pathologiste medecin attache,['11-9039.00'],fuzzy,100.0
patient care,"['31-1013.00', '31-1014.00', '31-1015.00', '39-9021.00']",exact,100.0
patient care technician,"['29-2012.00', '29-2099.00', '31-1014.00', '31-1015.00']",exact,100.0
patient financial services,['13-2071.01'],fuzzy,100.0
patient relations specialist,['13-1075.00'],fuzzy,100.0
patient service representative,"['31-1011.00', '43-3021.02', '43-4051.03']",exact,100.0
patient services representative clinical technician,"['19-1042.00', '21-1093.00', '29-2099.07', '31-1013.00', '31-1014.00', '31-9092.00']",fuzzy,100.0
patron development account executive,"['11-2011.00', '11-2031.00', '13-2052.00', '27-3031.00', '27-3043.04', '41-3011.00', '41-3021.00', '41-3031.01', '41-3031.02', '41-3099.01', '41-4011.00', '41-4011.07', '41-4012.00', '41-9031.00']",fuzzy,100.0
patron development manager,"['11-3011.00', '11-3131.00', '11-9121.00', '11-9121.01', '11-9199.10', '13-1131.00', '13-1151.00', '19-2031.00', '19-2041.03', '51-8091.00']",fuzzy,100.0
payment consultant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
payroll accounts payable administrator,['43-3021.00'],fuzzy,100.0
payroll accounts payable manager,"['11-3031.02', '41-3011.00', '43-3021.02']",fuzzy,100.0
payroll administrator,"['43-1011.00', '43-3051.00']",exact,100.0
payroll benefits accounts payable manager,"['11-3031.02', '41-3011.00', '43-3021.02']",fuzzy,100.0
payroll corrections analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
payroll manager,"['11-3111.00', '43-1011.00', '43-3051.00']",exact,100.0
payroll professional,['43-3051.00'],fuzzy,100.0
payroll project specialist,['43-3051.00'],fuzzy,100.0
payroll supervisor,['43-1011.00'],exact,100.0
payroll technical analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
pe health instructor and athletic trainer,"['25-1193.00', '25-2031.00', '25-3021.00', '27-2022.00', '29-9091.00']",fuzzy,100.0
peer anthropology tutor,['25-3099.02'],fuzzy,100.0
peer instructor,"['13-1151.00', '25-1011.00', '25-1021.00', '25-1022.00', '25-1031.00', '25-1032.00', '25-1041.00', '25-1042.00', '25-1043.00', '25-1051.00', '25-1052.00', '25-1053.00', '25-1054.00', '25-1061.00', '25-1063.00', '25-1064.00', '25-1065.00', '25-1066.00', '25-1067.00', '25-1071.00', '25-1072.00', '25-1081.00', '25-1082.00', '25-1111.00', '25-1112.00', '25-1113.00', '25-1121.00', '25-1122.00', '25-1123.00', '25-1124.00', '25-1125.00', '25-1126.00', '25-1191.00', '25-1192.00', '25-1193.00', '25-1194.00', '25-1199.00', '25-2012.00', '25-2032.00', '25-3011.00', '25-3021.00']",fuzzy,100.0
peer support specialist,['21-1093.00'],fuzzy,100.0
peer tutor,['25-3099.02'],exact,100.0
people success business partner,['23-1011.00'],fuzzy,100.0
per deim home care nurse,"['29-1141.00', '29-1141.01', '29-1141.02', '29-1141.03', '31-1014.00']",fuzzy,100.0
personal banker,"['13-2052.00', '41-3031.02', '43-4141.00']",exact,100.0
personal producer,"['39-6012.00', '39-9021.00', '43-6011.00', '43-6014.00']",fuzzy,100.0
pharmacist,"['29-1051.00', '29-2052.00', '31-9095.00']",exact,100.0
pharmacist executive team,['43-6011.00'],fuzzy,100.0
pharmacist in charge,['29-1051.00'],exact,100.0
pharmacy,"['29-1051.00', '31-9095.00']",exact,100.0
pharmacy contracts procurement,"['29-1051.00', '31-9095.00']",fuzzy,100.0
pharmacy manager,"['11-9111.00', '11-9199.00', '29-1051.00']",exact,100.0
pharmacy resources center supervisor,"['29-1051.00', '31-9095.00']",fuzzy,100.0
pharmacy technician,['29-2052.00'],exact,100.0
phonathon caller,"['39-3091.00', '43-5021.00']",fuzzy,100.0
photographer,"['27-2012.01', '27-4021.00']",exact,100.0
physical therapist,"['29-1123.00', '31-2021.00']",exact,100.0
physicist,['19-2012.00'],exact,100.0
placement coordinator,"['13-1071.00', '21-1012.00', '21-1015.00']",exact,100.0
plan controller,"['11-3031.01', '43-4041.01', '53-2021.00']",fuzzy,100.0
planning support specialist,['19-4061.01'],fuzzy,100.0
plant engineering,"['17-3012.02', '17-3022.00', '17-3023.03', '17-3025.00', '17-3029.00', '17-3029.02', '17-3031.01']",fuzzy,100.0
plant manager,"['11-1021.00', '11-3051.00', '11-3051.02', '11-3051.03', '11-3051.04', '11-3051.06', '51-1011.00']",exact,100.0
plant supervisor,"['11-1021.00', '11-3051.02', '51-1011.00']",exact,100.0
point p peoplesoft erp implementation project architect project manager,"['15-1199.02', '17-1011.00']",fuzzy,100.0
pole emploi it mainframe application modernization program program director,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0
policy,['19-2041.01'],exact,100.0
policy analyst,"['13-2031.00', '19-2041.01', '19-3094.00', '43-9041.02']",exact,100.0
pool attendant,"['33-9092.00', '39-3091.00']",exact,100.0
post doctoral fellow,['19-1042.00'],exact,100.0
postdoctoral fellow in clinical psychology yale child study center,"['19-1042.00', '21-1093.00', '29-2099.07', '31-1013.00', '31-1014.00', '31-9092.00']",fuzzy,100.0
postdoctoral researcher,"['15-2041.00', '19-2041.03', '19-3091.01', '19-3093.00']",fuzzy,100.0
postdoctoral scholar,['19-1029.01'],exact,100.0
postgraduate researcher,"['15-2041.00', '19-2041.03', '19-3091.01', '19-3093.00']",fuzzy,100.0
pr,['11-2031.00'],fuzzy,100.0
predoctoral fellow in clinical psychology yale child study center,"['19-1042.00', '21-1093.00', '29-2099.07', '31-1013.00', '31-1014.00', '31-9092.00']",fuzzy,100.0
prekindergarten teacher,['25-2011.00'],exact,100.0
prepared foods coordinator,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
president,['11-1011.00'],exact,100.0
president consulting services,['11-1011.00'],fuzzy,100.0
prevention program specialist,['21-1011.00'],fuzzy,100.0
pricing,"['27-1026.00', '43-5081.02']",exact,100.0
pricing analyst,"['11-2021.00', '13-1199.00', '13-2051.00', '15-2011.00']",exact,100.0
pricing consultant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
principle clinical specialist,"['19-1042.00', '21-1093.00', '29-2099.07', '31-1013.00', '31-1014.00', '31-9092.00']",fuzzy,100.0
principle scientist,"['11-9041.01', '11-9121.00', '15-2021.00', '17-2041.00', '17-2141.01', '17-2161.00', '17-2199.09', '17-3029.06', '17-3029.11', '19-1020.01', '19-1021.00', '19-1029.01', '19-1029.03', '19-1042.00', '19-2011.00', '19-2012.00', '19-2031.00', '19-2032.00', '19-2041.01', '19-2043.00', '19-2099.01', '19-3091.01', '19-3092.00']",fuzzy,100.0
priority accounts middle market underwriter,"['13-2041.00', '13-2053.00', '13-2072.00', '43-4131.00']",fuzzy,100.0
private events director at carolina club,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0
private music instructor,"['13-1151.00', '25-1011.00', '25-1021.00', '25-1022.00', '25-1031.00', '25-1032.00', '25-1041.00', '25-1042.00', '25-1043.00', '25-1051.00', '25-1052.00', '25-1053.00', '25-1054.00', '25-1061.00', '25-1063.00', '25-1064.00', '25-1065.00', '25-1066.00', '25-1067.00', '25-1071.00', '25-1072.00', '25-1081.00', '25-1082.00', '25-1111.00', '25-1112.00', '25-1113.00', '25-1121.00', '25-1122.00', '25-1123.00', '25-1124.00', '25-1125.00', '25-1126.00', '25-1191.00', '25-1192.00', '25-1193.00', '25-1194.00', '25-1199.00', '25-2012.00', '25-2032.00', '25-3011.00', '25-3021.00']",fuzzy,100.0
process consultant,['13-1111.00'],fuzzy,100.0
process engineer,"['17-2031.00', '17-2041.00', '17-2051.00', '17-2112.00', '17-2131.00', '17-2141.00', '17-2171.00', '17-2199.01', '17-2199.02', '17-2199.04', '17-2199.05', '17-2199.06', '17-3026.00', '19-1012.00', '51-4012.00', '51-9141.00']",exact,100.0
process engineer process engineer,['17-2161.00'],fuzzy,100.0
process engineering director,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0
process executive,['43-6011.00'],fuzzy,100.0
process improvement manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
process operator,"['17-3029.09', '51-2092.00', '51-3092.00', '51-6099.00', '51-8013.00', '51-8031.00', '51-8091.00', '51-8093.00', '51-8099.01', '51-9011.00', '51-9021.00', '51-9023.00', '51-9199.00', '53-7011.00', '53-7072.00']",exact,100.0
process specialist,['43-9041.02'],fuzzy,100.0
process team,['51-9191.00'],fuzzy,100.0
processes engineering coordinator,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
processing technician,"['31-9093.00', '51-9012.00']",exact,100.0
procurement agent,"['13-1023.00', '43-3061.00']",exact,100.0
procurement specialist,"['13-1021.00', '13-1022.00', '13-1023.00', '13-1081.00', '13-1081.02', '43-3061.00']",exact,100.0
product configuration manager,"['15-1132.00', '15-1133.00', '17-2061.00', '17-2112.00']",fuzzy,100.0
product development engineer,['27-1021.00'],exact,100.0
product development manager,['19-1012.00'],exact,100.0
product engineer air spring development,"['11-3011.00', '11-3131.00', '11-9121.00', '11-9121.01', '11-9199.10', '13-1131.00', '13-1151.00', '19-2031.00', '19-2041.03', '51-8091.00']",fuzzy,100.0
product manager,"['11-2021.00', '13-1022.00', '17-3029.06', '41-9031.00']",exact,100.0
product manager 2 at windows audio,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
product manager at microsoft endpoint manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
product manager online solutions configurator,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
product marketing manager,['11-2021.00'],exact,100.0
product marketing manager careers product suite,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
product specialist,"['41-3099.00', '41-9011.00']",exact,100.0
product specialist testing,"['41-3099.00', '41-9011.00']",fuzzy,100.0
production,"['27-4012.00', '27-4031.00', '43-5061.00', '43-9031.00', '51-1011.00', '51-2023.00', '51-2092.00', '51-3091.00', '51-5113.00', '51-9199.00']",exact,100.0
production and material service manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
production coordinator,"['11-3051.03', '27-1011.00', '43-5061.00', '51-5111.00']",exact,100.0
production development,"['11-3011.00', '11-3131.00', '11-9121.00', '11-9121.01', '11-9199.10', '13-1131.00', '13-1151.00', '19-2031.00', '19-2041.03', '51-8091.00']",fuzzy,100.0
production engineer,"['17-2112.00', '17-2171.00', '27-4012.00', '27-4014.00']",exact,100.0
production foreman,['11-3051.00'],exact,100.0
production manager,"['11-1021.00', '11-3051.00', '11-3051.03', '11-9013.01', '17-2112.00', '27-1011.00', '27-2012.01', '27-2012.05', '27-4032.00', '43-9031.00', '51-1011.00']",exact,100.0
production supervisor,"['11-3051.04', '27-2012.01', '27-2012.05', '51-1011.00', '51-2092.00']",exact,100.0
production supervisor and quality assurance inspector,['13-2011.02'],fuzzy,100.0
professional,['25-2059.01'],fuzzy,100.0
professional development and learning designer,"['15-1134.00', '15-1199.11', '17-1012.00', '17-2011.00', '17-2121.02', '17-3011.02', '17-3012.01', '17-3013.00', '17-3027.00', '17-3029.03', '17-3029.07', '27-1011.00', '27-1012.00', '27-1014.00', '27-1019.00', '27-1021.00', '27-1022.00', '27-1023.00', '27-1024.00', '27-1025.00', '27-1027.00', '27-1029.00', '51-6051.00', '51-6052.00', '51-6092.00', '51-6099.00', '51-9082.00']",fuzzy,100.0
professional development coordinator,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
professional sales representative,"['11-1031.00', '21-1029.00', '41-3011.00', '41-3099.00', '43-4199.00']",fuzzy,100.0
professor,"['19-1012.00', '19-1029.03', '19-2011.00', '19-2099.01', '25-1011.00', '25-1021.00', '25-1022.00', '25-1031.00', '25-1032.00', '25-1041.00', '25-1042.00', '25-1043.00', '25-1051.00', '25-1052.00', '25-1053.00', '25-1054.00', '25-1061.00', '25-1062.00', '25-1063.00', '25-1064.00', '25-1065.00', '25-1066.00', '25-1067.00', '25-1071.00', '25-1072.00', '25-1081.00', '25-1082.00', '25-1111.00', '25-1112.00', '25-1113.00', '25-1121.00', '25-1122.00', '25-1123.00', '25-1124.00', '25-1125.00', '25-1126.00', '25-1192.00', '25-1193.00', '25-1194.00', '25-1199.00']",exact,100.0
professor and chair department of geosciences,"['11-9071.00', '51-1011.00']",fuzzy,100.0
professor and dean werth college of science technology and mathematics,['11-9033.00'],fuzzy,100.0
professor and interim dean werth college of science technology and mathematics,['11-9033.00'],fuzzy,100.0
professor department of geosciences,"['11-9071.00', '51-1011.00']",fuzzy,100.0
professor department of sport recreation and wellness,"['11-9071.00', '51-1011.00']",fuzzy,100.0
professor of accounting,"['13-2081.00', '43-3021.02', '43-3031.00', '43-3051.00']",fuzzy,100.0
professor universitario,"['19-1012.00', '19-1029.03', '19-2011.00', '19-2099.01', '25-1011.00', '25-1021.00', '25-1022.00', '25-1031.00', '25-1032.00', '25-1041.00', '25-1042.00', '25-1043.00', '25-1051.00', '25-1052.00', '25-1053.00', '25-1054.00', '25-1061.00', '25-1062.00', '25-1063.00', '25-1064.00', '25-1065.00', '25-1066.00', '25-1067.00', '25-1071.00', '25-1072.00', '25-1081.00', '25-1082.00', '25-1111.00', '25-1112.00', '25-1113.00', '25-1121.00', '25-1122.00', '25-1123.00', '25-1124.00', '25-1125.00', '25-1126.00', '25-1192.00', '25-1193.00', '25-1194.00', '25-1199.00']",fuzzy,100.0
program,"['27-2012.01', '39-9032.00']",exact,100.0
program administrator office of general counsel,"['11-3011.00', '11-3061.00', '11-9031.00', '13-1023.00', '43-3021.02']",fuzzy,100.0
program advisor,"['13-2052.00', '19-2041.01', '21-1012.00']",fuzzy,100.0
program analyst trainee,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
program control manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
program coordinator for honors alliance,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
program coordinator for uc programming and honors alliance,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
program coordinator living learning community specialist,['21-1093.00'],fuzzy,100.0
program director,"['11-9111.00', '21-2021.00', '27-2012.03', '39-9032.00']",exact,100.0
program engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
program management officer,['15-1199.04'],fuzzy,100.0
program management project manager,['43-6011.00'],fuzzy,100.0
program manager,"['11-1011.00', '11-1021.00', '11-3021.00', '11-9041.00', '11-9111.00', '11-9151.00', '11-9199.00', '13-1081.00', '17-2081.01', '27-2012.03']",exact,100.0
program manager edell sales tools,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
program manager format development,"['11-3011.00', '11-3131.00', '11-9121.00', '11-9121.01', '11-9199.10', '13-1131.00', '13-1151.00', '19-2031.00', '19-2041.03', '51-8091.00']",fuzzy,100.0
